VehicleID,Date,Time,Camera,Speed,Type
446,15/Jun/2022,2:45:53,Cam1,49.4683,Motorcycle
447,15/Jun/2022,3:57:53,Cam1,52.6192,Car
448,15/Jun/2022,3:57:53,Cam1,49.2298,Car
449,15/Jun/2022,4:15:09,Cam1,45.2334,Car
450,15/Jun/2022,4:15:09,Cam1,42.6092,Car
451,15/Jun/2022,5:27:09,Cam1,43.8707,Truck
452,15/Jun/2022,5:27:09,Cam1,62.0015,Truck
453,15/Jun/2022,5:35:48,Cam1,45.9395,Motorcycle
454,15/Jun/2022,5:35:48,Cam1,55.1361,Motorcycle
455,15/Jun/2022,6:47:48,Cam1,45.9265,Truck
456,15/Jun/2022,6:47:48,Cam1,57.6620,Truck
457,15/Jun/2022,7:56:55,Cam1,50.9249,Truck
458,15/Jun/2022,7:56:55,Cam1,53.3397,Truck
459,15/Jun/2022,9:01:43,Cam1,57.3657,Motorcycle
460,15/Jun/2022,9:01:43,Cam1,51.3638,Motorcycle
461,1/Jul/2022,0:37:43,Cam1,43.3061,Truck
462,1/Jul/2022,0:37:43,Cam1,49.1950,Truck
463,1/Jul/2022,5:25:43,Cam1,44.4050,Truck
464,1/Jul/2022,5:25:43,Cam1,60.1607,Truck
465,1/Jul/2022,11:25:43,Cam1,56.3429,Car
466,1/Jul/2022,11:25:43,Cam1,46.7700,Car
467,1/Jul/2022,17:40:07,Cam1,44.5373,Truck
468,1/Jul/2022,17:40:07,Cam1,46.6516,Truck
469,1/Jul/2022,22:45:24,Cam1,53.8206,Truck
470,1/Jul/2022,22:45:24,Cam1,51.7472,Truck
471,9/Jul/2022,3:33:24,Cam1,46.2415,Motorcycle
472,9/Jul/2022,3:33:24,Cam1,51.2837,Motorcycle
473,9/Jul/2022,9:33:24,Cam1,60.0078,Car
474,9/Jul/2022,9:33:24,Cam1,52.0626,Car
475,9/Jul/2022,9:40:36,Cam1,43.3556,Bus
476,9/Jul/2022,9:40:36,Cam1,56.2062,Bus
477,9/Jul/2022,11:50:12,Cam1,56.7432,Motorcycle
478,9/Jul/2022,11:50:12,Cam1,44.3321,Motorcycle
479,9/Jul/2022,17:50:12,Cam1,51.4852,Bus
480,9/Jul/2022,17:50:12,Cam1,52.0226,Bus
481,4/Aug/2022,1:02:12,Cam1,56.7729,Car
482,4/Aug/2022,1:02:12,Cam1,46.9381,Car
483,4/Aug/2022,7:02:12,Cam1,59.0490,Motorcycle
484,4/Aug/2022,7:02:12,Cam1,42.8970,Motorcycle
485,4/Aug/2022,10:38:12,Cam1,56.0845,Car
486,4/Aug/2022,10:38:12,Cam1,48.4676,Car
487,4/Aug/2022,16:45:24,Cam1,51.8500,Bus
488,4/Aug/2022,16:45:24,Cam1,45.3956,Bus
489,4/Aug/2022,22:45:24,Cam1,59.7997,Truck
490,4/Aug/2022,22:45:24,Cam1,51.8470,Truck
491,25/Aug/2022,3:33:24,Cam1,50.4967,Truck
492,25/Aug/2022,3:33:24,Cam1,56.4382,Truck
493,25/Aug/2022,6:26:12,Cam1,42.9820,Car
494,25/Aug/2022,6:26:12,Cam1,42.3997,Car
495,25/Aug/2022,12:26:12,Cam1,56.4520,Car
496,25/Aug/2022,12:26:12,Cam1,43.9454,Car
497,25/Aug/2022,13:52:36,Cam1,50.4965,Car
498,25/Aug/2022,13:52:36,Cam1,46.2572,Car
499,25/Aug/2022,15:04:36,Cam1,54.1142,Car
500,25/Aug/2022,15:04:36,Cam1,45.0200,Car
501,25/Sep/2022,3:04:36,Cam1,50.7354,Bus
502,25/Sep/2022,3:04:36,Cam1,59.5783,Bus
503,25/Sep/2022,4:16:36,Cam1,43.2342,Car
504,25/Sep/2022,4:16:36,Cam1,58.9581,Car
505,25/Sep/2022,7:17:28,Cam1,44.9604,Bus
506,25/Sep/2022,7:17:28,Cam1,47.2008,Bus
507,25/Sep/2022,13:31:52,Cam1,43.5077,Car
508,25/Sep/2022,13:31:52,Cam1,57.5843,Car
509,25/Sep/2022,19:03:04,Cam1,54.8992,Truck
510,25/Sep/2022,19:03:04,Cam1,50.8629,Truck
511,27/Sep/2022,2:15:04,Cam1,58.2502,Truck
512,27/Sep/2022,2:15:04,Cam1,57.3946,Truck
513,27/Sep/2022,8:15:04,Cam1,45.4602,Truck
514,27/Sep/2022,8:15:04,Cam1,46.0087,Truck
515,27/Sep/2022,11:51:04,Cam1,43.9692,Truck
516,27/Sep/2022,11:51:04,Cam1,52.4200,Truck
517,27/Sep/2022,11:59:42,Cam1,53.7091,Car
518,27/Sep/2022,11:59:42,Cam1,43.0500,Car
519,27/Sep/2022,17:59:42,Cam1,45.8811,Car
520,27/Sep/2022,17:59:42,Cam1,59.0584,Car
521,28/Sep/2022,3:35:42,Cam1,58.2639,Truck
522,28/Sep/2022,3:35:42,Cam1,48.4789,Truck
523,28/Sep/2022,4:47:42,Cam1,61.9947,Car
524,28/Sep/2022,4:47:42,Cam1,47.0108,Car
525,28/Sep/2022,6:14:06,Cam1,49.4157,Truck
526,28/Sep/2022,6:14:06,Cam1,42.3719,Truck
527,28/Sep/2022,11:02:06,Cam1,48.4677,Bus
528,28/Sep/2022,11:02:06,Cam1,61.1136,Bus
529,28/Sep/2022,20:38:06,Cam1,56.0985,Motorcycle
530,28/Sep/2022,20:38:06,Cam1,44.1942,Motorcycle
531,2/Oct/2022,1:26:06,Cam1,53.4648,Bus
532,2/Oct/2022,1:26:06,Cam1,60.3167,Bus
533,2/Oct/2022,5:02:06,Cam1,45.3071,Truck
534,2/Oct/2022,5:02:06,Cam1,43.6513,Truck
535,2/Oct/2022,8:04:16,Cam1,58.5130,Motorcycle
536,2/Oct/2022,8:04:16,Cam1,55.7560,Motorcycle
537,2/Oct/2022,14:13:29,Cam1,43.6899,Truck
538,2/Oct/2022,14:13:29,Cam1,50.8396,Truck
539,2/Oct/2022,15:52:50,Cam1,59.6493,Motorcycle
540,2/Oct/2022,15:52:50,Cam1,56.3078,Motorcycle
541,3/Oct/2022,1:28:50,Cam1,57.1902,Bus
542,3/Oct/2022,1:28:50,Cam1,60.3857,Bus
543,3/Oct/2022,2:40:50,Cam1,54.1716,Bus
544,3/Oct/2022,2:40:50,Cam1,42.9942,Bus
545,3/Oct/2022,2:49:29,Cam1,55.9858,Car
546,3/Oct/2022,2:49:29,Cam1,48.6225,Car
547,3/Oct/2022,17:13:29,Cam1,48.2919,Truck
548,3/Oct/2022,17:13:29,Cam1,58.7127,Truck
549,3/Oct/2022,18:25:29,Cam1,44.4431,Bus
550,3/Oct/2022,18:25:29,Cam1,54.8395,Bus
551,3/Nov/2022,1:37:29,Cam1,56.2183,Car
552,3/Nov/2022,1:37:29,Cam1,59.9105,Car
553,3/Nov/2022,4:39:38,Cam1,52.9862,Car
554,3/Nov/2022,4:39:38,Cam1,44.9265,Car
555,3/Nov/2022,8:55:57,Cam1,54.2660,Car
556,3/Nov/2022,8:55:57,Cam1,58.5507,Car
557,3/Nov/2022,10:13:43,Cam1,51.4082,Truck
558,3/Nov/2022,10:13:43,Cam1,58.2299,Truck
559,3/Nov/2022,16:28:07,Cam1,60.3410,Truck
560,3/Nov/2022,16:28:07,Cam1,55.1477,Truck
561,7/Dec/2022,6:52:07,Cam1,45.4212,Bus
562,7/Dec/2022,6:52:07,Cam1,42.9023,Bus
563,7/Dec/2022,9:44:55,Cam1,61.8193,Car
564,7/Dec/2022,9:44:55,Cam1,46.8814,Car
565,7/Dec/2022,12:46:21,Cam1,59.7862,Car
566,7/Dec/2022,12:46:21,Cam1,56.4774,Car
567,7/Dec/2022,18:52:07,Cam1,58.9031,Bus
568,7/Dec/2022,18:52:07,Cam1,51.2747,Bus
569,7/Dec/2022,22:49:43,Cam1,48.1067,Bus
570,7/Dec/2022,22:49:43,Cam1,48.8628,Bus
571,1/Jan/2023,2:25:43,Cam1,44.5317,Bus
572,1/Jan/2023,2:25:43,Cam1,45.6847,Bus
573,1/Jan/2023,7:13:43,Cam1,50.4139,Bus
574,1/Jan/2023,7:13:43,Cam1,56.4210,Bus
575,1/Jan/2023,7:56:55,Cam1,57.8322,Motorcycle
576,1/Jan/2023,7:56:55,Cam1,50.6520,Motorcycle
577,1/Jan/2023,11:18:31,Cam1,55.1639,Motorcycle
578,1/Jan/2023,11:18:31,Cam1,45.3066,Motorcycle
579,1/Jan/2023,17:18:31,Cam1,57.2599,Motorcycle
580,1/Jan/2023,17:18:31,Cam1,56.0204,Motorcycle
581,1/Feb/2023,4:06:31,Cam1,47.1782,Truck
582,1/Feb/2023,4:06:31,Cam1,45.8246,Truck
583,1/Feb/2023,8:54:31,Cam1,48.5628,Car
584,1/Feb/2023,8:54:31,Cam1,57.5781,Car
585,1/Feb/2023,12:30:31,Cam1,53.5726,Car
586,1/Feb/2023,12:30:31,Cam1,52.4502,Car
587,1/Feb/2023,18:44:55,Cam1,50.7775,Motorcycle
588,1/Feb/2023,18:44:55,Cam1,47.5679,Motorcycle
589,1/Feb/2023,21:37:43,Cam1,59.0311,Bus
590,1/Feb/2023,21:37:43,Cam1,60.7024,Bus
591,5/Mar/2023,2:25:43,Cam1,56.9875,Car
592,5/Mar/2023,2:25:43,Cam1,61.1298,Car
593,5/Mar/2023,6:01:43,Cam1,52.7201,Motorcycle
594,5/Mar/2023,6:01:43,Cam1,43.2667,Motorcycle
595,5/Mar/2023,12:01:43,Cam1,48.3705,Motorcycle
596,5/Mar/2023,12:01:43,Cam1,52.9712,Motorcycle
597,5/Mar/2023,18:16:07,Cam1,53.6845,Bus
598,5/Mar/2023,18:16:07,Cam1,60.3183,Bus
599,5/Mar/2023,21:52:07,Cam1,58.0784,Bus
600,5/Mar/2023,21:52:07,Cam1,61.6474,Bus
